Site_ID,Latitude,Longitude,MAT,MAP,Annual_coverage,Soil_BD,Rs_annual
US-FCO-CORN,40.6,-105.1,8.9,385.0,1.0,1.25,1200.0
CN-SN-N45,35.2,107.68,10.0,528.5,1.0,1.3,400.0
US-TLR-FWWET,35.90611111,-76.15694444,16.6,1330.0,1.0,0.06,633.0
US-TAE-WODIRG,27.67,-98.2,22.4,716.0,1.0,1.13,1802.0
CN-QES-CK,26.74203,115.05783000000001,17.9,1485.0,1.0,1.51,668.6666666666666
CN-ZNF-30YR,30.8,111.3,18.0,1125.0,1.0,1.53,757.0
NL-OLD,52.4,5.915,10.3,1004.0,1.0,0.11,345.22
PA-SAP-6P,9.32,-79.63,26.5,1850.0,0.167,8.6,1819.0
US-CA-CK,37.945,-121.9675,23.5,1255.0,0.625,0.65,1960.488
US-KS-NP,39.08,-96.58,12.0,834.0,1.0,1.0,3212.0
CN-TNF-CK,29.86666667,121.65,16.0,1374.0,1.0,1.07,946.0
IE-SWI-SP10CM,52.3,-9.16,6.6,1600.0,0.91,0.12,489.745
US-SOR-CK,42.27805556,-123.6427778,12.3,1434.0,1.0,1.04,979.0
BR-IGA-ELD,-1.13,-47.79,26.0,2500.0,1.0,1.4,2185.0
CN-HE-N1C,37.88,114.7,12.4,460.0,1.0,1.27,507.35
US-PR-T350II,18.32,-65.82,25.0,3537.0,0.83,0.8,415.8
CN-BTM-80YR,33.5,112.0,15.1,900.0,1.0,0.65,806.0
ID-LLN-DRY,-1.552,120.02,25.5,2092.0,1.0,1.31,1050.0
IN-ANA-MC,34.0,75.3,17.0,1289.0,0.75,0.49,891.6075
IN-BHU,25.3,80.02,26.0,1190.0,1.0,1.35,430.0
US-KFF-3C,34.98166667,-97.52055556,16.3,895.0,1.0,1.2,1075.0
CN-DGS-MB,27.67,114.62,16.75,1591.0,0.92,0.78,711.0
AU-RMK-UCBURN,-34.01,140.983,17.5,242.0,1.0,1.6,571.0
ES-PRM,41.77,2.35,12.0,902.0,1.0,1.43,727.0
CL-NN-D2,-34.13,-71.05,14.9,503.0,1.0,1.61,1072.5
US-TLR-FWDRY,35.90611111,-76.15694444,16.6,1330.0,1.0,0.17,985.0
US-KOP-UBURN,39.08,-96.58,12.9,844.0,1.0,1.2,1072.0
CN-XHH-PLA,30.52,120.17,16.7,1410.0,0.83,1.18,635.74
US-PR-T1000I,18.31,-65.8,19.0,4849.0,0.83,0.9,1096.2
JP-SHE-CK,42.43333333,142.4833333,7.9,1365.0,1.0,0.78,1050.0
IT-SCL-WWCT,37.5,13.5,15.9,552.0,1.0,1.04,317.55
IN-MOH-MF,33.0,73.0,23.0,1069.0,1.0,1.31,666.5
KR-MKU-RTF,37.45,127.27,10.8,790.0,1.0,0.69,982.0
US-BRF-NTWSS,30.53,-94.43,20.0,978.0,1.0,1.42,667.0
CN-GS-RTMONO2,37.96,102.64,7.2,156.0,1.0,1.4,396.9
CN-DNR-PF,23.17,112.53,21.4,1927.0,1.0,1.093,1077.0
US-WRCCR-20YR,45.82,-121.95,8.7,2500.0,1.0,1.0,1367.0
UK-AHR-YR1,51.15,-0.85,9.8,808.0,1.0,0.7,960.7
US-SIS-SITE8,45.03,-68.77,5.1,920.0,0.5,1.39,478.0
IN-SAU,21.0,83.75,26.9,1396.5,1.0,1.65,660.0
CN-BTM-QAO,33.47,111.92,15.1,900.0,1.0,1.02,779.12
CN-SD-YC,36.95,116.6,13.1,528.0,1.0,1.28,825.25
ES-NPC-SLS,42.27,2.97,15.5,450.0,1.0,1.14,1437.0
ID-KAL-CL1,2.3,114.0,26.3,2235.0,1.0,0.38,3074.76
CN-SMY-LUH,38.77,110.37,8.4,437.0,0.67,1.2,575.22
CN-XEF-III,26.19,117.43,19.1,1749.0,1.0,1.2,476.0
CN-ZJ-UR,30.41,119.86,15.9,1450.0,1.0,1.19,873.85485
ES-PRD2,41.22,0.92,12.0,547.0,1.0,1.32,657.0
US-HET-SPE934,19.94480556,-155.2622778,17.3,4133.0,1.0,0.19,2234.0
CN-WNR-CR,27.05,118.15,19.4,1731.0,1.0,1.16,1001.0
CN-DAS-PLAN,31.7,103.87,8.9,900.0,0.42,1.02,435.0
CH-CI-ANC,-41.87,-73.67,10.0,2110.0,1.0,0.49,1131.82
CN-DBR-400YR,23.16666667,112.5,21.0,1956.0,1.0,0.86,1314.0
CN-DGS-CF,27.67,114.62,16.75,1591.0,0.92,0.88,1284.0
ID-KAL-GL,2.3,114.0,26.3,2235.0,1.0,0.33,2268.84
US-AAR-CT,43.3,-89.35,7.5,940.0,0.67,1.34,508.0
US-WI-B,45.53,-87.93,6.9,740.0,1.0,1.08,1527.0
US-UON-MS,40.83,-96.65,11.5,682.0,0.17,1.37,967.0
US-BLF,38.9,-120.63,11.9,1660.0,0.75,0.73,1446.0
CN-CFP20YR,27.03333333,118.1333333,18.7,1664.0,1.0,1.08,959.3333333333334
ID-KAL-FORCT,-2.823,111.84,27.0,2058.0,1.0,0.15,1310.0
US-COR-HEAT,44.02611111,-123.1822222,11.4,1134.0,1.0,0.6,1303.0
BE-DIF-PINE,51.302499999999995,4.52,9.8,754.25,1.0,1.2,433.0
CN-XEF-II,26.19,117.43,19.1,1749.0,1.0,1.1,981.0
CN-HLJ-CM1,47.43,126.62,1.9,556.0,1.0,1.0,367.5
US-KS-35YR,39.08,-96.58,12.0,834.0,1.0,1.1,2706.0
BR-JAB-L,-21.25,-48.31,22.3,1424.0,1.0,1.59,2183.18
UK-AHR-THIN04YR3,51.15,-0.85,9.8,808.0,1.0,0.7,892.9
IT-TRC-IRG,42.18333333,11.93333333,13.0,729.0,1.0,0.49,1887.0
CN-SHB-GR,42.5,117.35,-1.4,450.1,1.0,0.92,450.4
BR-JAB-H,-21.25,-48.31,22.3,1424.0,1.0,1.61,1205.455
ID-KAL-OP07CT,-2.791,111.8,27.0,2058.0,1.0,0.27,2050.0
CN-HLJ-CM2,47.43,126.62,1.9,556.0,1.0,1.0,327.0
CN-HEE-VN,37.88333333,114.2666667,13.2,570.0,1.0,1.54,484.0
CN-XIN-CRO,30.03,114.37,16.8,577.0,1.0,1.37,308.0
IT-PCC-DRY,40.61666667,8.166666667,16.8,640.0,1.0,1.1,1036.3333333333333
CN-HB-SITE1,29.7,113.88,16.9,1429.5,1.0,1.28,3260.0
US-WI-D,45.53,-87.93,6.9,740.0,1.0,1.12,1014.0
IE-SWI-LP10CM,52.3,-9.15,6.6,1600.0,0.91,0.11,418.075
CN-GNR-SF,26.18,117.47,20.1,1670.0,1.0,1.12,1118.0
ID-SLS-SWAMPBURN,-1.5,103.6,26.0,2490.0,0.46,0.33,1680.0
CL-NN-D1,-34.13,-71.05,14.9,503.0,1.0,1.5,1735.0
BE-DIF-PINEP,51.3,4.52,9.8,750.0,1.0,1.2,510.0
ES-NPC-IRMC,42.27,2.97,15.5,450.0,1.0,1.13,954.0
CN-BDM,40.373,115.944,10.8,454.0,1.0,1.6,838.0
CL-NN-D3,-34.13,-71.05,14.9,503.0,1.0,1.58,419.5
CN-SD-SR,36.95,117.97,12.4,600.0,1.0,1.52,1373.71
CN-SHB-SAP,42.41,117.25,-1.4,450.0,0.75,1.47,426.22
US-TAE-CLUIRG,27.67,-98.2,22.4,716.0,1.0,1.27,1224.0
CN-HEN-WHEAT1,34.82,114.28,14.3,627.0,1.0,1.31,798.0
CN-TMF-S2,24.33,117.43,22.0,1859.0,1.0,1.35,1033.13
CN-SHB-EC,42.5,117.35,-1.4,450.1,1.0,0.98,464.8
CN-TMM-MTHINN,30.31666667,119.4416667,16.8,1420.0,1.0,1.4,1443.6
CN-HI-SF,18.6,108.9,19.15,2198.0,1.0,1.21,1300.0
IE-SWI-LP45CM,52.3,-9.15,6.6,1600.0,0.91,0.11,370.295
CN-SF20YR,27.03333333,118.1333333,18.7,1664.0,1.0,1.09,1254.0
ID-DBNP-CLAYFOR,-2.04,102.72,26.7,2235.0,1.0,1.0,1693.0
CN-SMY-HUD,38.77,110.37,8.4,437.0,0.67,1.51,480.61
BR-IGA-MANG,-1.13,-47.79,26.0,2500.0,1.0,1.4,2230.0
CN-IM-DSNG,41.8,111.90000000000002,1.4000000000000001,234.0,0.45999999999999996,1.29,407.6666666666667
CN-YSF-BFCCUTSLA,26.41666667,117.8333333,19.2,1688.0,1.0,0.96,1382.0
CN-XFF-2800M,38.0,99.0,0.15,435.0,0.54,0.65,539.0
CN-HNR-NR,26.8,109.6,16.5,1200.0,1.0,1.23,407.0
CN-HAF-YOU,24.92,118.92,19.8,1250.0,1.0,1.22,1026.69
CG-KIS-DH,-4.74,12.02,25.0,1274.0,1.0,1.3,662.0
DE-SPP-IRG,50.13166667,11.88083333,6.3,1020.0,1.0,0.11,214.0
IT-TRC-DRY,42.18333333,11.93333333,13.0,729.0,1.0,0.49,1415.0
MX-EIM,32.03017,-116.604219,17.0,309.0,1.0,0.82,367.0
ZA-PTZ-AB,-30.4,24.4,16.0,694.0,1.0,1.07,885.54
US-KS-3YR,39.08,-96.58,12.0,834.0,1.0,1.311,1831.0
AU-RMK-ICBURN,-34.01,140.983,17.5,242.0,1.0,1.6,337.0
BE-DIF-OAKP,51.3,4.52,9.8,750.0,1.0,1.4,970.0
CD-KIV-DISK,-4.7447,10.0211,25.0,1216.0,1.0,1.3,653.0
US-PR-T350III,18.32,-65.82,25.0,3537.0,0.83,0.8,551.88
CN-HTP-CK,31.2,121.12,17.7,1044.7,1.0,1.68,742.0
ID-ARANG,-1.637622222,103.7800389,26.0,2500.0,0.5,0.17,1219.0
CN-HFB-PINECK,28.10833333,113.0416667,17.2,1450.0,1.0,1.57,723.0
US-JSJ-HERB,33.81,-116.78,10.3,507.0,1.0,1.2,341.0
CN-GS-CK,36.03,104.41,6.5,305.0,1.0,1.22,563.925
US-MIC-ACER,47.1,-88.87,5.0,860.0,1.0,0.98,792.5
CN-SC-CK,31.0945,103.73750000000001,9.175,1255.75,1.0,0.79,604.6625
ID-DBNP-CLAYOIL,-2.04,102.72,26.7,2235.0,1.0,0.9,922.0
IT-SCL-WWDL,37.5,13.5,15.9,552.0,1.0,1.08,313.9
KR-WNE-VS,35.20583333,128.1733333,13.1,1490.0,1.0,1.05,1090.0
DK-MOLS,56.38777777666667,10.949999999999998,9.033333333333333,701.0,1.0,0.7999999999999999,961.19
CN-HLG-CCL,29.42,101.83,5.3,1900.0,1.0,0.26,1135.0
ES-MD-NOBA,40.05,-3.52,14.0,350.0,1.0,1.36,209.232
CN-NFR-MZ,47.43,128.63,1.5,550.0,0.75,1.07,215.2
CN-HEE-RP,37.88333333,114.2666667,13.2,570.0,1.0,1.36,685.0
CN-TME-SHR,37.90333333,114.24745,13.0,560.0,1.0,1.38,464.1
US-LEC-CCUT,32.8,-89.7,17.3,1346.0,1.0,1.32,620.0
US-HET-WPL1204,19.94480556,-155.2622778,15.5,3521.0,1.0,0.23,1726.0
CN-XFF-2500M,38.0,99.0,0.655,435.0,0.54,0.52,638.0
CN-ZJ-CK,30.17,119.35499999999999,15.9,1450.0,1.0,1.18,950.0464
US-WI-C,45.53,-87.93,6.9,740.0,1.0,0.97,1171.0
CN-ZNF-46YR,30.8,111.3,18.0,1125.0,1.0,1.08,829.0
CN-CO20YR310N,27.03333333,118.1333333,18.7,1664.0,1.0,1.09,696.3333333333334
ID-KAL-BL1,2.3,114.0,26.3,2235.0,1.0,0.22,867.24
CN-DAS-SHR,31.7,103.87,8.9,900.0,0.42,1.1,458.0
IN-CTK-RTORYZA,20.44,85.93,28.0,1500.0,1.0,1.41,129.0
CN-XFF-3000M,38.0,99.0,0.04999999999999999,435.0,0.54,0.76,468.0
CN-SD-BIOCH45,36.95,117.97,12.4,600.0,1.0,1.52,1044.47
CN-JX-LN,26.744,115.059,17.9,1505.0,1.0,1.54,468.5724
UK-AHR-THIN7AYR3,51.15,-0.85,9.8,808.0,1.0,0.7,863.0
CN-TRI-MP,30.23,120.15,17.0,1533.0,1.0,1.1,440.0
CN-SC-HN,29.53,103.25,10.0,2323.0,1.0,0.4,387.9
US-STC-1999C4,42.18,-93.5,9.2,865.0,1.0,1.16,940.0
CN-YSF-BFCK,26.41666667,117.8333333,19.2,1688.0,1.0,0.96,1382.0
US-HET-WPL1274,19.94480556,-155.2622778,15.1,3448.0,1.0,0.22,1745.0
CN-SN-N180,35.2,107.68,10.0,528.5,1.0,1.3,450.0
CN-GS-RTONCK,37.96,102.64,7.2,156.0,1.0,1.4,351.54
US-MCS-S4,39.28,-86.73,11.3,1095.0,1.0,1.0,610.0
BR-PEI-MAT2,-9.95,-67.13,26.0,1940.0,0.01,1.25,1730.0
CR-LSB-RES,10.33,-83.83,26.0,4200.0,1.0,0.79,1465.0
US-HET-WPL1116,19.94480556,-155.2622778,16.1,3714.0,1.0,0.26,1723.0
CN-GX-UNCUT,22.17,106.83,21.0,1400.0,1.0,1.29,901.55
IE-SWI-LPCK,52.3,-9.15,6.6,1600.0,0.91,0.11,656.975
